company,sector,year,code,code_label,spend
Google,Tech/AI,2023,COM,Commerce & Export Controls,50000.0
Google,Tech/AI,2023,TRD,Trade Policy,50000.0
Google,Tech/AI,2023,SCI,Science & Research,45000.0
Google,Tech/AI,2023,TEC,Technology & AI,45000.0
Google,Tech/AI,2023,TRD,Trade Policy,3430000.0
Google,Tech/AI,2023,FOR,Foreign Policy,3430000.0
Google,Tech/AI,2023,TEC,Technology & AI,3430000.0
Google,Tech/AI,2023,SCI,Science & Research,3430000.0
Google,Tech/AI,2023,TEC,Technology & AI,50000.0
Google,Tech/AI,2023,SCI,Science & Research,45000.0
Google,Tech/AI,2023,TEC,Technology & AI,45000.0
Google,Tech/AI,2023,TRD,Trade Policy,50000.0
Google,Tech/AI,2023,TEC,Technology & AI,50000.0
Google,Tech/AI,2023,TEC,Technology & AI,45000.0
Google,Tech/AI,2023,SCI,Science & Research,45000.0
Google,Tech/AI,2023,TRD,Trade Policy,50000.0
Google,Tech/AI,2023,COM,Commerce & Export Controls,50000.0
Google,Tech/AI,2023,TRD,Trade Policy,2960000.0
Google,Tech/AI,2023,FOR,Foreign Policy,2960000.0
Google,Tech/AI,2023,TEC,Technology & AI,2960000.0
Google,Tech/AI,2023,SCI,Science & Research,2960000.0
Google,Tech/AI,2023,TRD,Trade Policy,50000.0
Google,Tech/AI,2023,SCI,Science & Research,60000.0
Google,Tech/AI,2023,TRD,Trade Policy,60000.0
Google,Tech/AI,2023,TRD,Trade Policy,50000.0
Google,Tech/AI,2023,COM,Commerce & Export Controls,50000.0
Google,Tech/AI,2023,SCI,Science & Research,45000.0
Google,Tech/AI,2023,TEC,Technology & AI,45000.0
Google,Tech/AI,2023,TEC,Technology & AI,50000.0
Google,Tech/AI,2023,FOR,Foreign Policy,2820000.0
Google,Tech/AI,2023,TEC,Technology & AI,2820000.0
Google,Tech/AI,2023,SCI,Science & Research,2820000.0
Google,Tech/AI,2023,INT,Intelligence & Security,2820000.0
Google,Tech/AI,2023,DEF,Defense & Military,2820000.0
Google,Tech/AI,2023,TRD,Trade Policy,2820000.0
Google,Tech/AI,2023,TEC,Technology & AI,45000.0
Google,Tech/AI,2023,SCI,Science & Research,45000.0
Google,Tech/AI,2023,TRD,Trade Policy,45000.0
Google,Tech/AI,2024,TRD,Trade Policy,50000.0
Google,Tech/AI,2024,SCI,Science & Research,45000.0
Google,Tech/AI,2024,TEC,Technology & AI,45000.0
Google,Tech/AI,2024,SCI,Science & Research,60000.0
Google,Tech/AI,2024,TRD,Trade Policy,60000.0
Google,Tech/AI,2024,TRD,Trade Policy,50000.0
Google,Tech/AI,2024,TEC,Technology & AI,50000.0
Google,Tech/AI,2024,FOR,Foreign Policy,3080000.0
Google,Tech/AI,2024,TEC,Technology & AI,3080000.0
Google,Tech/AI,2024,SCI,Science & Research,3080000.0
Google,Tech/AI,2024,INT,Intelligence & Security,3080000.0
Google,Tech/AI,2024,DEF,Defense & Military,3080000.0
Google,Tech/AI,2024,TRD,Trade Policy,3080000.0
Google,Tech/AI,2024,TEC,Technology & AI,45000.0
Google,Tech/AI,2024,SCI,Science & Research,45000.0
Google,Tech/AI,2024,TRD,Trade Policy,45000.0
Google,Tech/AI,2024,SCI,Science & Research,60000.0
Google,Tech/AI,2024,TRD,Trade Policy,60000.0
Google,Tech/AI,2024,TRD,Trade Policy,60000.0
Google,Tech/AI,2024,TEC,Technology & AI,45000.0
Google,Tech/AI,2024,SCI,Science & Research,45000.0
Google,Tech/AI,2024,TRD,Trade Policy,50000.0
Google,Tech/AI,2024,TEC,Technology & AI,50000.0
Google,Tech/AI,2024,FOR,Foreign Policy,2960000.0
Google,Tech/AI,2024,TEC,Technology & AI,2960000.0
Google,Tech/AI,2024,SCI,Science & Research,2960000.0
Google,Tech/AI,2024,INT,Intelligence & Security,2960000.0
Google,Tech/AI,2024,DEF,Defense & Military,2960000.0
Google,Tech/AI,2024,TRD,Trade Policy,2960000.0
Google,Tech/AI,2024,TEC,Technology & AI,45000.0
Google,Tech/AI,2024,SCI,Science & Research,45000.0
Google,Tech/AI,2024,TRD,Trade Policy,45000.0
Google,Tech/AI,2024,TRD,Trade Policy,50000.0
Google,Tech/AI,2024,SCI,Science & Research,45000.0
Google,Tech/AI,2024,TEC,Technology & AI,45000.0
Google,Tech/AI,2024,TRD,Trade Policy,70000.0
Google,Tech/AI,2024,SCI,Science & Research,60000.0
Google,Tech/AI,2024,TRD,Trade Policy,60000.0
Google,Tech/AI,2024,TEC,Technology & AI,50000.0
Google,Tech/AI,2024,FOR,Foreign Policy,3200000.0
Google,Tech/AI,2024,TEC,Technology & AI,3200000.0
Google,Tech/AI,2024,SCI,Science & Research,3200000.0
Google,Tech/AI,2024,INT,Intelligence & Security,3200000.0
Google,Tech/AI,2024,DEF,Defense & Military,3200000.0
Google,Tech/AI,2024,TRD,Trade Policy,3200000.0
Google,Tech/AI,2024,TEC,Technology & AI,45000.0
Google,Tech/AI,2024,SCI,Science & Research,45000.0
Google,Tech/AI,2024,TRD,Trade Policy,45000.0
Google,Tech/AI,2024,SCI,Science & Research,45000.0
Google,Tech/AI,2024,TEC,Technology & AI,45000.0
Google,Tech/AI,2024,SCI,Science & Research,60000.0
Google,Tech/AI,2024,TRD,Trade Policy,60000.0
Google,Tech/AI,2024,TRD,Trade Policy,50000.0
Google,Tech/AI,2024,TEC,Technology & AI,50000.0
Google,Tech/AI,2024,TRD,Trade Policy,70000.0
Google,Tech/AI,2024,FOR,Foreign Policy,3070000.0
Google,Tech/AI,2024,TEC,Technology & AI,3070000.0
Google,Tech/AI,2024,SCI,Science & Research,3070000.0
Google,Tech/AI,2024,INT,Intelligence & Security,3070000.0
Google,Tech/AI,2024,DEF,Defense & Military,3070000.0
Google,Tech/AI,2024,TRD,Trade Policy,3070000.0
Google,Tech/AI,2024,TEC,Technology & AI,45000.0
Google,Tech/AI,2024,SCI,Science & Research,45000.0
Google,Tech/AI,2024,TRD,Trade Policy,45000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,50000.0
Microsoft,Tech/AI,2020,DEF,Defense & Military,90000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,90000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,30000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,30000.0
Microsoft,Tech/AI,2020,DEF,Defense & Military,30000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,2394000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,2394000.0
Microsoft,Tech/AI,2020,SCI,Science & Research,2394000.0
Microsoft,Tech/AI,2020,COM,Commerce & Export Controls,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,60000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,30000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,30000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,20000.0
Microsoft,Tech/AI,2020,COM,Commerce & Export Controls,60000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,60000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,60000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,40000.0
Microsoft,Tech/AI,2020,COM,Commerce & Export Controls,80000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,80000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,80000.0
Microsoft,Tech/AI,2020,DEF,Defense & Military,80000.0
Microsoft,Tech/AI,2020,SCI,Science & Research,60000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,60000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,20000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,20000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,10000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,30000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,30000.0
Microsoft,Tech/AI,2020,DEF,Defense & Military,30000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,60000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,30000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,30000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,30000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,50000.0
Microsoft,Tech/AI,2020,SCI,Science & Research,60000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,60000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2020,COM,Commerce & Export Controls,60000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,60000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,60000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,2910000.0
Microsoft,Tech/AI,2020,SCI,Science & Research,2910000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,2910000.0
Microsoft,Tech/AI,2020,COM,Commerce & Export Controls,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,40000.0
Microsoft,Tech/AI,2020,COM,Commerce & Export Controls,80000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,80000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,80000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,80000.0
Microsoft,Tech/AI,2020,DEF,Defense & Military,80000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,20000.0
Microsoft,Tech/AI,2020,DEF,Defense & Military,90000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,90000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,10000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,60000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,40000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,50000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,30000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,30000.0
Microsoft,Tech/AI,2020,COM,Commerce & Export Controls,60000.0
Microsoft,Tech/AI,2020,FOR,Foreign Policy,60000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,60000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,1880000.0
Microsoft,Tech/AI,2020,SCI,Science & Research,1880000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,1880000.0
Microsoft,Tech/AI,2020,SCI,Science & Research,60000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,60000.0
Microsoft,Tech/AI,2020,COM,Commerce & Export Controls,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2020,COM,Commerce & Export Controls,80000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,80000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,80000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,80000.0
Microsoft,Tech/AI,2020,DEF,Defense & Military,80000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,20000.0
Microsoft,Tech/AI,2020,DEF,Defense & Military,90000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,90000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,10000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,15000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,40000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,20000.0
Microsoft,Tech/AI,2020,COM,Commerce & Export Controls,80000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,80000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,80000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,80000.0
Microsoft,Tech/AI,2020,DEF,Defense & Military,80000.0
Microsoft,Tech/AI,2020,SCI,Science & Research,60000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,60000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,30000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,30000.0
Microsoft,Tech/AI,2020,COM,Commerce & Export Controls,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,60000.0
Microsoft,Tech/AI,2020,DEF,Defense & Military,90000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,90000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,15000.0
Microsoft,Tech/AI,2020,COM,Commerce & Export Controls,60000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,60000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,2190000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,2190000.0
Microsoft,Tech/AI,2020,SCI,Science & Research,2190000.0
Microsoft,Tech/AI,2020,TRD,Trade Policy,50000.0
Microsoft,Tech/AI,2020,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2020,TEC,Technology & AI,10000.0
Microsoft,Tech/AI,2021,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2021,COM,Commerce & Export Controls,80000.0
Microsoft,Tech/AI,2021,INT,Intelligence & Security,80000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,80000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,80000.0
Microsoft,Tech/AI,2021,DEF,Defense & Military,80000.0
Microsoft,Tech/AI,2021,SCI,Science & Research,75000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,75000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,60000.0
Microsoft,Tech/AI,2021,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,50000.0
Microsoft,Tech/AI,2021,COM,Commerce & Export Controls,60000.0
Microsoft,Tech/AI,2021,INT,Intelligence & Security,60000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,30000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,30000.0
Microsoft,Tech/AI,2021,SCI,Science & Research,15000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,15000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,2590000.0
Microsoft,Tech/AI,2021,SCI,Science & Research,2590000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,2590000.0
Microsoft,Tech/AI,2021,DEF,Defense & Military,2590000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,10000.0
Microsoft,Tech/AI,2021,COM,Commerce & Export Controls,50000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,20000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,10000.0
Microsoft,Tech/AI,2021,DEF,Defense & Military,90000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,90000.0
Microsoft,Tech/AI,2021,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2021,SCI,Science & Research,15000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,15000.0
Microsoft,Tech/AI,2021,COM,Commerce & Export Controls,80000.0
Microsoft,Tech/AI,2021,INT,Intelligence & Security,80000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,80000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,80000.0
Microsoft,Tech/AI,2021,DEF,Defense & Military,80000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,60000.0
Microsoft,Tech/AI,2021,DEF,Defense & Military,90000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,90000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,30000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,30000.0
Microsoft,Tech/AI,2021,COM,Commerce & Export Controls,70000.0
Microsoft,Tech/AI,2021,INT,Intelligence & Security,70000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,2470000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,2470000.0
Microsoft,Tech/AI,2021,SCI,Science & Research,2470000.0
Microsoft,Tech/AI,2021,DEF,Defense & Military,2470000.0
Microsoft,Tech/AI,2021,COM,Commerce & Export Controls,50000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2021,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,50000.0
Microsoft,Tech/AI,2021,FOR,Foreign Policy,60000.0
Microsoft,Tech/AI,2021,SCI,Science & Research,60000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,60000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,20000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,60000.0
Microsoft,Tech/AI,2021,SCI,Science & Research,60000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,10000.0
Microsoft,Tech/AI,2021,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2021,SCI,Science & Research,15000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,15000.0
Microsoft,Tech/AI,2021,COM,Commerce & Export Controls,90000.0
Microsoft,Tech/AI,2021,INT,Intelligence & Security,90000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,90000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,90000.0
Microsoft,Tech/AI,2021,DEF,Defense & Military,90000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,50000.0
Microsoft,Tech/AI,2021,INT,Intelligence & Security,50000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,60000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,60000.0
Microsoft,Tech/AI,2021,SCI,Science & Research,60000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,50000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,30000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,30000.0
Microsoft,Tech/AI,2021,SCI,Science & Research,60000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,60000.0
Microsoft,Tech/AI,2021,DEF,Defense & Military,90000.0
Microsoft,Tech/AI,2021,TEC,Technology & AI,90000.0
Microsoft,Tech/AI,2021,TRD,Trade Policy,20000.0
Microsoft,Tech/AI,2021,COM,Commerce & Export Controls,50000.0
